time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2023-03-06T18:43:41Z,161,0,0,0,0,0,34364692,1467,31218803,0,0,0,0,0,0,113578,0,0,0,0,0,0,0,1420,20,0,-6,1,6,19698,0,0,0,0,0, ,0,0,0,0,0,0,113573,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,94,161568064,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,85078,0,28146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:44:41Z,161,0,0,0,0,0,40828844,1467,37682955,0,0,0,0,0,0,111279,0,0,0,0,0,0,0,1751,26,0,-7,1,6,19342,0,0,0,0,0, ,0,0,0,0,0,0,111275,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,139,188105768,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,83685,0,27248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:45:42Z,161,0,0,0,0,0,45966132,1467,42820243,0,0,0,0,0,0,98380,0,0,0,0,0,0,0,2009,29,0,-9,1,6,18014,0,0,0,0,0, ,0,0,0,0,0,0,98372,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,107,148086208,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,75249,0,22843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:46:42Z,161,0,0,0,0,0,50689436,1467,47543547,0,0,0,0,0,0,91143,0,0,0,0,0,0,0,2269,32,0,-9,1,6,16830,0,0,0,0,0, ,0,0,0,0,0,0,91141,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,116,158239416,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,70351,0,20524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:47:42Z,161,0,0,0,0,0,53514772,1467,50368883,0,0,0,0,0,0,62782,0,0,0,0,0,0,0,2407,33,0,-11,1,6,12822,0,0,0,0,0, ,0,0,0,0,0,0,62773,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,95,173540608,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,50265,0,12347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:48:42Z,161,0,0,0,0,0,55457132,1467,52311243,0,0,0,0,0,0,49791,0,0,0,0,0,0,0,2513,34,0,-12,1,6,11080,0,0,0,0,0, ,0,0,0,0,0,0,49787,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,107,182926984,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,41691,0,7979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:49:42Z,161,0,0,0,0,0,56881972,1467,53736083,0,0,0,0,0,0,44495,0,0,0,0,0,0,0,2583,34,0,-13,1,6,13016,0,0,0,0,0, ,0,0,0,0,0,0,44490,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,116,182184320,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,38138,0,6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:50:42Z,161,0,0,0,0,0,59060396,1467,55914507,0,0,0,0,0,0,51844,0,0,0,0,0,0,0,2696,34,0,-14,1,6,13280,0,0,0,0,0, ,0,0,0,0,0,0,51839,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,92,199205112,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,42834,0,8876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:51:42Z,161,0,0,0,0,0,63920924,1467,60775035,0,0,0,0,0,0,90811,0,0,0,0,0,0,0,2943,39,0,-15,1,6,17786,0,0,0,0,0, ,0,0,0,0,0,0,90807,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,145,309739520,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,69816,0,20735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:52:42Z,161,0,0,0,0,0,69458180,1467,66312291,0,0,0,0,0,0,100158,0,0,0,0,0,0,0,3239,42,0,-16,1,6,18669,0,0,0,0,0, ,0,0,0,0,0,0,100153,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,144,310029944,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,76162,0,23679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:53:42Z,161,0,0,0,0,0,74358236,1467,71212347,0,0,0,0,0,0,90919,0,0,0,0,0,0,0,3481,45,0,-18,1,6,16539,0,0,0,0,0, ,0,0,0,0,0,0,90912,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,103,253387072,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,69628,0,21023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:54:42Z,161,0,0,0,0,0,79970740,1467,76824851,0,0,0,0,0,0,100036,0,0,0,0,0,0,0,3765,50,0,-19,1,6,18228,0,0,0,0,0, ,0,0,0,0,0,0,100033,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,135,280866736,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,75819,0,23916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:55:42Z,161,0,0,0,0,0,84112356,1467,80966467,0,0,0,0,0,0,82011,0,0,0,0,0,0,0,3969,54,0,-20,1,6,15994,0,0,0,0,0, ,0,0,0,0,0,0,82006,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,121,301178104,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,63910,0,17878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:56:42Z,161,0,0,0,0,0,86717284,1467,83571395,0,0,0,0,0,0,58773,0,0,0,0,0,0,0,4111,55,0,-21,1,6,13152,0,0,0,0,0, ,0,0,0,0,0,0,58769,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,97,307184160,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,47952,0,10666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:57:42Z,161,0,0,0,0,0,88724956,1467,85579067,0,0,0,0,0,0,51720,0,0,0,0,0,0,0,4205,56,0,-23,1,6,13903,0,0,0,0,0, ,0,0,0,0,0,0,51711,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,119,313535560,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,42552,0,9038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:58:42Z,161,0,0,0,0,0,92803156,1467,89657267,0,0,0,0,0,0,78779,0,0,0,0,0,0,0,4425,57,0,-23,1,6,14877,0,0,0,0,0, ,0,0,0,0,0,0,78778,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,139,293452288,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60785,0,17772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T18:59:42Z,161,0,0,0,0,0,96672420,1467,93526531,0,0,0,0,0,0,78147,0,0,0,0,0,0,0,4633,60,0,-24,1,6,16765,0,0,0,0,0, ,0,0,0,0,0,0,78140,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,150,303992312,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,60366,0,17548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:00:42Z,161,0,0,0,0,0,101232332,1467,98086443,0,0,0,0,0,0,88917,0,0,0,0,0,0,0,4867,62,0,-26,1,6,16708,0,0,0,0,0, ,0,0,0,0,0,0,88910,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,111,368813120,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,68864,0,19793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:01:42Z,161,0,0,0,0,0,104517972,1467,101372083,0,0,0,0,0,0,69113,0,0,0,0,0,0,0,5031,63,0,-27,1,6,13551,0,0,0,0,0, ,0,0,0,0,0,0,69109,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,73,353412920,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,55037,0,13897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:02:42Z,161,0,0,0,0,0,108916908,1467,105771019,0,0,0,0,0,0,86469,0,0,0,0,0,0,0,5247,65,0,-29,1,6,16701,0,0,0,0,0, ,0,0,0,0,0,0,86462,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,104,418158256,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,67099,0,19124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:03:42Z,161,0,0,0,0,0,113227884,1467,110081995,0,0,0,0,0,0,82684,0,0,0,0,0,0,0,5467,68,0,-29,1,6,15499,0,0,0,0,0, ,0,0,0,0,0,0,82683,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,73,442465432,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,64163,0,18301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:04:42Z,161,0,0,0,0,0,116063124,1467,112917235,0,0,0,0,0,0,57547,0,0,0,0,0,0,0,5607,68,0,-31,1,6,11325,0,0,0,0,0, ,0,0,0,0,0,0,57539,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,83,439453032,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,45429,0,11944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:05:42Z,161,0,0,0,0,0,121479460,1467,118333571,0,0,0,0,0,0,92617,0,0,0,0,0,0,0,5866,71,0,-32,1,6,16732,0,0,0,0,0, ,0,0,0,0,0,0,92612,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,86,427765448,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,70188,0,22151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:06:42Z,161,0,0,0,0,0,125659244,1467,122513355,0,0,0,0,0,0,78025,0,0,0,0,0,0,0,6050,74,0,-32,1,6,14674,0,0,0,0,0, ,0,0,0,0,0,0,78024,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,111,444507712,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,60526,0,17311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:07:42Z,161,0,0,0,0,0,127543644,1467,124397755,0,0,0,0,0,0,45600,0,0,0,0,0,0,0,6136,75,0,-35,1,6,11350,0,0,0,0,0, ,0,0,0,0,0,0,45589,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,83,431073608,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,37499,0,7972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:08:42Z,161,0,0,0,0,0,129919092,1467,126773203,0,0,0,0,0,0,50463,0,0,0,0,0,0,0,6248,78,0,-35,1,6,11301,0,0,0,0,0, ,0,0,0,0,0,0,50461,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,94,417632416,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,40827,0,9516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:09:42Z,161,0,0,0,0,0,136512100,1467,133366211,0,0,0,0,0,0,106961,0,0,0,0,0,0,0,6567,81,0,-37,1,6,18792,0,0,0,0,0, ,0,0,0,0,0,0,106954,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,154,418152824,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,80118,0,26498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:10:42Z,161,0,0,0,0,0,141880828,1467,138734939,0,0,0,0,0,0,92788,0,0,0,0,0,0,0,6818,85,0,-37,1,6,16925,0,0,0,0,0, ,0,0,0,0,0,0,92786,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,139,431168320,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,70801,0,21728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:11:42Z,161,0,0,0,0,0,144814244,1467,141668355,0,0,0,0,0,0,62872,0,0,0,0,0,0,0,6965,88,0,-38,1,6,15332,0,0,0,0,0, ,0,0,0,0,0,0,62866,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,115,456243048,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,50604,0,12100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T19:12:42Z,161,0,0,0,0,0,145371476,1467,142225587,0,0,0,0,0,0,36155,0,0,0,0,0,0,0,6990,88,0,-40,1,6,17549,0,0,0,0,0, ,0,0,0,0,0,0,36148,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678127021632,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,95,436763232,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,33402,0,2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
